7,2
17,1
3,2
37,1
13,1
9,2
37,2
3,1
29,2
3,1
9,2
19,2
29,2
35,2
29,1
3,1
7,2
39,1
5,2
1,1
21,1
7,2
29,1
21,2
7,2
3,2
21,1
19,1
39,1
27,2
11,2
35,2
39,1
17,2
21,1
29,1
37,2
3,1
9,1
3,2
17,2
3,1
23,1
29,1
21,2
13,1
7,2
29,2
21,2
7,1
21,1
35,1
3,2
5,1
29,1
27,1
21,1
19,1
1,2
21,2
7,2
35,1
21,1
31,1
29,2
9,2
11,2
27,1
37,2
29,2
21,1
1,2
37,1
35,2
23,2
35,2
13,1
31,2
4,1
33,1
1,2
38,1
3,2
3,2
33,1
13,2
39,1
9,2
21,2
39,1
3,1
17,2
30,1
37,2
4,1
25,2
39,2
35,1
1,2
37,1
21,2
11,1
7,2
15,1
31,1
3,2
35,1
13,1
7,1
29,2
37,2
39,2
10,1
9,2
35,2
37,1
19,1
22,2
31,2
30,2
35,2
21,1
5,2
15,2
3,2
17,1
29,2
27,2
39,1
1,2
7,1
14,2
4,1
9,1
31,2
11,2
30,2
39,1
10,1
3,2
21,1
3,1
21,1
6,2
18,2
22,2
5,2
4,2
36,1
4,1
21,2
19,1
7,1
23,1
38,1
21,1
17,2
37,2
5,1
39,2
5,1
5,2
37,1
29,1
13,2
4,2
35,1
22,1
30,1
33,1
31,2
30,2
21,1
38,2
3,2
39,1
17,2
4,2
25,2
15,2
27,1
9,2
5,1
28,2
22,1
9,1
31,2
14,1
11,2
40,2
6,1
22,2
11,1
1,2
20,1
11,2
3,2
28,1
38,2
14,2
9,2
21,2
17,2
18,1
29,2
39,2
22,1
36,2
38,2
22,2
27,1
38,1
16,2
30,1
5,2
31,1
31,2
36,2
11,1
8,1
38,1
9,2
30,1
28,1
30,2
30,1
33,2
36,1
2,2
3,1
17,2
22,2
22,1
32,2
18,1
4,1
40,2
20,2
4,2
24,2
8,1
23,2
2,1
27,1
38,1
10,1
8,2
23,1
22,1
36,1
26,1
5,1
31,1
13,1
15,2
6,1
36,1
30,1
34,2
27,1
3,1
12,1
36,1
12,1
35,2
33,2
37,2
40,2
5,1
32,2
21,2
21,1
21,2
21,2
19,2
9,2
5,2
39,2
35,2
5,1
2,1
30,2
40,2
31,2
7,2
37,1
23,2
11,1
39,1
36,2
31,2
17,1
4,1
34,2
36,1
31,2
5,2
3,1
22,2
40,2
22,2
8,1
16,1
20,2
3,1
21,2
17,2
30,1
10,1
22,1
29,1
13,2
15,1
40,2
14,2
38,1
38,2
30,2
32,1
35,1
14,2
5,2
6,1
7,1
25,1
21,2
17,2
32,1
37,2
4,1
19,2
6,2
2,1
11,2
21,2
35,2
26,1
6,2
39,2
21,1
40,1
10,2
12,1
4,1
19,2
19,1
7,1
22,2
19,1
13,1
16,1
23,2
7,2
15,2
11,1
38,2
32,1
13,2
28,2
32,1
20,2
36,2
24,2
4,1
5,1
21,2
18,1
5,1
8,2
10,1
33,2
4,2
35,2
6,1
5,1
39,1
22,1
2,1
7,2
27,1
25,1
8,1
22,2
29,1
22,2
35,1
1,2
40,2
37,2
17,1
30,2
22,2
5,2
10,2
21,2
11,1
4,2
28,2
40,2
14,1
36,1
37,2
4,1
22,1
31,2
30,1
25,1
17,1
9,1
33,1
22,1
32,2
29,2
6,1
40,1
38,1
7,2
13,1
7,2
17,1
18,2
13,2
4,2
21,1
27,1
10,1
28,2
38,1
12,2
22,2
35,2
25,2
13,1
36,1
15,2
22,1
12,1
29,2
6,1
21,1
20,2
28,2
22,2
5,2
19,1
4,2
40,2
21,2
5,1
32,1
6,2
38,2
18,1
7,1
36,1
6,1
34,1
8,1
27,1
15,1
29,2
17,2
29,2
27,2
20,1
23,1
34,1
2,1
22,1
24,1
12,1
24,1
21,1
22,1
12,2
30,2
5,2
14,1
10,1
32,1
13,2
19,1
32,1
8,1
6,1
19,1
32,2
21,1
6,2
36,2
1,2
27,2
34,2
37,1
8,2
32,1
22,1
4,2
16,2
32,1
40,1
13,1
8,1
14,2
26,2
1,1
17,2
27,1
8,1
6,2
26,2
21,1
21,1
28,2
10,1
34,1
25,2
3,1
6,2
3,2
10,1
39,2
6,2
25,2
14,2
20,2
3,2
12,2
22,1
4,1
39,1
19,1
13,1
22,1
16,1
26,2
5,2
18,1
12,1
39,2
38,2
22,2
27,2
28,2
40,1
5,1
30,1
31,2
17,1
17,1
8,2
18,1
40,1
24,1
22,1
14,1
21,2
1,2
12,2
9,2
4,2
11,2
30,1
31,1
1,1
20,2
8,2
13,1
17,1
5,2
14,1
22,2
27,1
13,2
6,1
6,1
39,1
18,2
2,1
39,2
8,1
27,2
38,1
20,2
20,2
22,2
15,2
16,1
29,1
14,2
26,1
16,1
28,1
16,2
5,2
20,2
23,2
37,2
33,1
22,2
29,1
18,1
40,1
18,1
36,1
6,2
6,1
34,2
5,1
30,1
18,2
6,2
18,1
28,1
22,1
36,1
8,1
24,1
18,1
21,2
26,1
3,1
29,1
2,2
6,1
36,2
29,1
35,2
14,2
21,1
21,1
28,2
40,1
18,1
8,2
7,1
24,2
8,2
4,1
28,2
2,1
22,2
25,1
31,1
32,1
14,1
40,2
18,2
28,2
5,2
18,2
35,1
1,1
30,2
7,1
14,2
21,1
27,1
33,2
5,2
16,1
19,1
7,1
30,2
7,2
27,2
15,2
38,1
25,2
32,2
28,1
3,1
28,1
30,1
5,1
12,1
17,1
40,1
7,1
29,2
2,2
13,2
13,1
31,1
22,1
24,1
4,2
29,1
35,2
4,1
19,2
17,1
31,1
37,1
27,1
10,2
22,1
4,2
33,1
22,2
29,1
15,1
40,1
33,2
12,2
14,1
10,2
2,1
32,1
7,1
6,2
11,1
11,2
9,1
5,1
22,2
37,1
11,2
36,2
13,1
26,1
30,2
40,2
13,2
28,2
13,2
36,2
40,2
19,1
31,2
19,1
6,1
6,1
6,2
34,2
31,2
24,2
23,1
14,2
7,2
28,2
3,2
21,2
12,2
22,2
14,1
9,1
18,2
8,1
14,2
1,2
27,2
21,2
1,1
32,2
16,2
36,1
20,1
7,2
8,1
30,2
31,2
30,2
18,2
32,2
19,1
6,2
19,2
38,1
25,1
28,1
27,1
28,2
29,2
36,1
16,1
8,2
6,2
25,1
39,2
23,2
20,1
38,2
17,2
18,2
13,1
27,1
8,2
17,1
3,1
33,1
32,2
22,2
1,2
26,2
13,2
31,1
15,2
7,1
4,2
22,1
10,2
20,2
18,2
4,2
6,2
14,2
14,2
12,1
22,2
11,1
34,1
37,1
33,1
20,2
3,1
8,2
12,2
1,2
21,1
32,1
27,2
2,2
5,1
31,2
39,1
30,1
9,2
19,1
26,1
5,2
29,1
20,2
11,2
20,1
12,1
13,1
14,1
20,2
7,2
34,2
30,2
5,1
27,2
1,1
13,2
3,2
20,1
34,1
15,1
37,1
15,1
1,1
16,1
15,2
28,2
24,2
38,2
25,1
8,1
4,1
10,2
28,2
35,1
32,1
38,2
28,1
8,1
30,1
18,1
6,1
4,2
15,2
1,1
14,2
8,2
29,2
28,1
4,2
34,2
7,2
32,1
32,2
35,2
22,1
19,1
1,2
26,2
40,1
18,2
38,2
28,1
19,2
17,1
32,1
24,1
8,2
17,1
6,1
2,2
26,2
15,2
12,2
17,1
23,2
14,1
21,1
2,1
12,1
23,1
23,2
34,2
2,2
31,1
9,1
11,1
3,2
36,2
27,2
30,2
2,1
20,2
3,2
16,1
1,1
11,2
21,2
22,2
11,2
16,1
33,1
16,2
25,2
11,1
6,2
14,1
1,2
40,2
6,1
23,1
8,1
4,1
10,1
11,2
36,1
16,2
25,2
35,1
1,2
18,2
2,2
20,2
2,2
14,2
26,2
30,1
8,1
3,1
23,2
19,2
15,2
13,2
31,1
7,1
23,2
1,1
20,1
16,1
9,1
17,2
19,2
24,1
31,1
37,1
12,1
4,1
24,2
2,1
31,2
14,1
4,1
33,1
35,2
15,2
12,2
22,1
2,2
17,2
22,2
26,1
37,1
32,2
18,2
2,1
11,1
5,2
27,2
18,2
9,2
10,1
24,1
1,1
17,2
12,2
28,1
38,2
15,1
11,2
2,1
15,2
35,2
20,2
12,1
3,2
33,2
2,1
19,2
29,1
39,1
24,1
24,1
33,1
14,1
12,1
34,2
27,1
11,1
39,2
1,1
10,2
8,2
18,1
29,1
39,2
35,2
4,2
36,1
25,1
23,1
39,1
32,2
6,2
38,2
28,1
31,2
20,1
35,1
13,2
7,2
24,2
32,1
3,2
3,2
11,1
16,1
16,1
36,2
34,2
33,2
27,1
3,1
31,1
15,2
12,1
25,2
29,1
3,1
30,2
2,2
25,2
18,1
31,1
15,2
40,2
26,1
29,2
36,1
6,1
15,2
10,2
21,2
26,2
28,2
4,1
15,1
11,1
40,1
12,2
5,1
13,2
10,1
2,2
7,1
11,2
40,1
15,1
18,1
32,2
16,2
24,2
20,1
30,2
17,2
36,1
31,1
12,2
36,2
2,2
27,1
14,1
32,2
34,2
13,1
25,1
12,2
11,2
15,2
16,1
30,2
17,1
16,1
20,1
39,2
40,2
5,1
4,1
16,1
25,1
37,2
22,1
26,1
39,2
21,1
12,2
25,2
17,2
15,1
9,1
19,1
29,1
35,1
30,1
9,2
33,2
13,2
32,1
28,2
5,2
15,2
34,1
16,1
12,1
7,1
7,1
4,1
16,2
15,1
16,2
23,1
18,1
28,2
14,1
32,2
27,2
4,2
14,2
32,2
39,2
31,2
25,1
8,2
25,1
1,1
6,2
26,2
1,1
26,1
8,1
27,1
1,2
5,1
6,2
23,1
1,1
1,1
1,2
36,2
12,1
35,1
21,1
33,1
16,2
26,2
14,1
5,2
40,1
40,1
22,2
38,1
37,2
9,2
8,2
27,1
20,2
34,1
18,1
26,1
32,1
40,1
29,1
34,1
21,2
39,2
39,2
1,2
21,2
19,2
16,1
25,1
4,2
17,1
23,1
28,1
28,2
27,2
11,2
30,2
26,2
16,1
23,2
16,2
6,2
10,2
17,1
5,1
25,2
39,1
24,2
19,1
34,2
2,2
21,2
2,2
23,2
35,2
10,1
21,1
26,2
7,1
22,1
25,2
29,2
1,1
11,1
2,1
36,2
39,2
13,2
22,2
6,1
40,1
2,1
17,2
8,2
26,2
12,1
3,1
2,1
2,1
38,1
15,1
20,1
25,2
24,2
6,2
18,2
17,1
40,1
11,1
17,1
22,1
20,2
29,2
18,2
15,1
22,1
10,1
27,2
2,2
2,2
30,1
9,2
30,2
33,2
22,2
39,1
7,2
26,1
7,2
28,1
24,2
28,2
15,1
19,2
40,1
19,2
35,1
7,2
24,1
17,1
29,2
8,2
24,1
36,1
19,2
16,2
35,1
30,1
7,2
14,1
26,1
35,1
31,1
15,1
35,1
25,1
12,2
25,2
1,2
18,1
11,2
8,1
7,1
19,1
3,1
25,1
40,2
10,1
9,1
20,1
8,1
25,1
26,1
8,1
6,1
34,1
35,2
7,2
40,2
17,2
12,2
39,1
7,2
16,2
30,1
33,1
36,2
31,2
20,1
36,2
36,2
18,2
20,1
25,1
26,1
23,2
18,2
16,2
35,1
35,1
18,2
33,2
23,1
12,1
2,1
5,1
39,2
1,2
20,2
4,2
16,2
7,1
8,2
2,2
15,1
32,2
23,2
36,2
26,2
40,2
31,2
34,2
18,1
21,1
25,2
23,1
23,2
36,1
31,1
18,2
8,1
36,2
10,2
17,2
26,2
11,1
7,1
28,1
6,2
5,2
26,2
9,1
29,1
39,1
2,1
39,1
16,2
9,2
40,1
8,1
39,2
24,2
8,1
32,1
8,2
36,2
27,1
11,2
25,1
34,1
24,1
23,2
3,2
26,2
4,2
15,2
24,1
22,2
6,1
40,2
9,1
27,1
30,2
31,1
35,1
25,2
32,1
26,1
28,2
12,2
8,2
24,2
18,1
10,2
40,1
12,1
32,2
24,1
26,2
4,1
11,1
36,2
17,1
40,2
17,2
1,2
24,1
35,2
3,1
25,2
28,2
25,1
23,2
35,2
1,1
17,2
10,2
26,1
3,2
3,1
3,2
31,1
27,2
19,2
29,2
18,2
39,1
10,1
31,1
29,2
26,1
5,1
26,2
18,1
24,1
36,1
18,1
37,2
2,1
2,2
17,2
16,1
15,1
36,1
12,2
30,1
33,2
4,2
4,1
28,1
17,2
4,1
23,1
19,2
31,2
35,2
30,1
5,2
20,1
40,2
21,2
17,1
9,1
11,1
32,2
17,2
18,1
29,2
38,1
34,1
16,2
1,2
23,1
1,1
6,1
32,1
32,2
36,1
3,2
22,1
9,2
18,2
23,1
7,1
18,1
12,2
30,1
7,1
27,2
