26,38,224,236
8,56,10,58
18,28,157,167
20,54,193,227
20,34,58,72
35,47,10,22
18,28,108,118
17,29,166,178
18,36,10,28
17,29,29,41
26,38,244,256
9,27,119,137
30,54,193,217
17,29,127,139
45,55,20,30
19,45,10,36
28,46,60,78
26,38,234,246
10,36,160,186
17,29,205,217
20,34,145,159
19,45,230,256
10,24,68,82
9,21,107,119
30,54,184,208
9,27,119,137
35,47,39,51
36,46,59,69
9,27,129,147
19,45,70,96
20,34,126,140
17,29,185,197
30,44,213,227
9,27,89,107
27,37,187,197
9,27,50,68
17,29,29,41
9,27,179,197
30,64,29,63
30,64,19,53
18,28,138,148
18,36,60,78
30,64,203,237
9,19,59,69
18,28,128,138
30,64,19,53
17,29,88,100
9,19,89,99
19,45,210,236
54,64,207,217
37,55,218,236
10,44,222,256
30,44,19,33
10,36,150,176
20,34,136,150
9,19,98,108
17,29,68,80
28,46,198,216
40,54,242,256
10,34,116,140
37,55,30,48
10,34,106,130
20,44,10,34
18,36,208,226
40,64,232,256
10,34,87,111
10,44,39,73
26,38,39,51
9,19,20,30
17,29,195,207
9,21,166,178
10,36,90,116
17,29,127,139
36,46,10,20
18,36,169,187
9,21,127,139
28,46,188,206
26,38,10,22
19,45,20,46
36,46,197,207
37,55,40,58
17,29,49,61
10,24,184,198
45,55,236,246
10,24,136,150
30,44,68,82
9,27,169,187
18,36,179,197
26,38,195,207
17,29,117,129
50,64,29,43
35,47,59,71
10,44,10,44
10,44,68,102
18,28,207,217
35,47,195,207
28,46,218,236
17,29,107,119
9,21,117,129
20,44,10,34
10,24,174,188
10,34,87,111
30,54,48,72
10,24,145,159
45,55,30,40
18,28,148,158
20,34,29,43
10,34,97,121
30,44,223,237
10,36,50,76
10,34,232,256
9,21,88,100
20,44,222,246
18,28,108,118
17,29,166,178
36,46,39,49
20,54,48,82
37,55,228,246
45,55,49,59
10,36,150,176
26,38,10,22
9,21,156,168
35,47,215,227
9,27,30,48
18,28,118,128
18,36,79,97
20,34,126,140
29,55,30,56
26,38,215,227
10,34,97,121
9,19,98,108
30,54,193,217
26,38,78,90
9,19,20,30
17,29,215,227
50,64,223,237
52,64,39,51
18,28,49,59
10,24,174,188
17,29,88,100
9,27,119,137
40,54,29,43
20,44,184,208
52,64,215,227
10,34,135,159
9,27,139,157
10,44,19,53
9,27,159,177
35,47,234,246
43,55,244,256
9,21,156,168
40,54,203,217
10,24,58,72
20,34,19,33
26,38,244,256
10,34,126,150
10,44,58,92
20,54,39,73
18,36,89,107
54,64,10,20
46,64,228,246
19,45,220,246
10,44,183,217
9,27,179,197
28,46,40,58
9,27,10,28
10,24,97,111
10,34,135,159
20,54,10,44
10,34,164,188
30,54,184,208
35,47,224,236
40,64,10,34
18,36,159,177
17,29,137,149
9,19,79,89
18,28,118,128
27,37,69,79
9,19,69,79
37,55,50,68
28,46,238,256
10,24,126,140
46,64,40,58
18,28,108,118
30,44,203,217
18,36,69,87
17,29,137,149
9,27,20,38
35,47,20,32
20,44,174,198
46,64,20,38
30,44,29,43
9,27,109,127
18,28,148,158
20,34,87,101
28,46,208,226
10,34,29,53
45,55,246,256
9,21,98,110
38,64,210,236
20,34,126,140
10,36,10,36
30,54,184,208
10,34,232,256
20,44,29,53
17,29,166,178
9,21,146,158
52,64,205,217
20,34,232,246
10,34,116,140
9,27,119,137
35,47,195,207
54,64,236,246
50,64,29,43
10,24,145,159
20,34,136,150
9,27,129,147
18,36,20,38
19,45,70,96
36,46,187,197
29,55,230,256
20,44,48,72
17,29,224,236
18,36,159,177
43,55,49,61
18,28,197,207
10,24,126,140
17,29,68,80
10,36,160,186
10,24,19,33
27,37,197,207
35,47,20,32
18,28,138,148
17,29,39,51
26,38,59,71
10,24,126,140
37,55,238,256
10,24,10,24
30,44,223,237
17,29,205,217
18,36,228,246
9,21,166,178
28,46,218,236
9,27,99,117
18,36,89,107
18,36,89,107
9,27,119,137
9,21,137,149
18,36,10,28
38,64,230,256
30,54,193,217
40,64,39,63
26,38,205,217
45,55,236,246
9,19,98,108
9,27,60,78
30,64,203,237
30,64,19,53
26,38,10,22
9,21,244,256
18,28,128,138
18,28,128,138
20,34,48,62
43,55,205,217
10,24,87,101
36,46,59,69
10,36,160,186
20,44,19,43
27,37,236,246
54,64,207,217
10,34,97,121
9,27,50,68
9,27,79,97
17,29,205,217
28,46,10,28
20,34,97,111
9,27,159,177
8,56,20,68
17,29,29,41
17,29,146,158
18,28,167,177
35,47,215,227
9,21,107,119
19,45,230,256
45,55,20,30
26,38,185,197
26,38,59,71
10,34,106,130
9,21,166,178
10,34,135,159
10,24,174,188
36,46,187,197
19,45,60,86
30,64,29,63
10,24,68,82
35,47,195,207
10,34,232,256
9,27,119,137
17,29,78,90
28,46,10,28
16,64,188,236
9,27,50,68
18,28,128,138
46,64,30,48
37,55,40,58
46,64,228,246
9,19,89,99
10,44,68,102
16,64,208,256
10,24,174,188
9,21,88,100
17,29,29,41
19,45,200,226
28,46,60,78
35,47,195,207
18,28,236,246
18,36,10,28
37,55,218,236
18,28,157,167
10,24,145,159
9,27,139,157
30,44,232,246
16,64,20,68
40,64,222,246
18,28,246,256
26,38,224,236
17,29,146,158
9,21,166,178
10,44,183,217
18,36,159,177
10,24,184,198
10,44,19,53
27,37,187,197
37,55,50,68
17,29,166,178
20,54,10,44
9,27,20,38
9,27,60,78
17,29,127,139
20,34,126,140
16,64,20,68
10,34,87,111
20,34,136,150
43,55,39,51
9,19,10,20
19,45,180,206
20,44,58,82
40,54,242,256
10,34,77,101
10,24,106,120
10,24,116,130
9,27,179,197
30,54,10,34
17,29,117,129
20,34,203,217
46,64,238,256
17,29,176,188
30,44,68,82
10,34,10,34
17,29,107,119
10,36,90,116
46,64,228,246
30,44,10,24
17,29,215,227
10,24,136,150
10,36,50,76
35,47,59,71
17,29,10,22
9,21,127,139
9,19,98,108
20,34,194,208
28,46,188,206
20,34,145,159
40,64,19,43
9,21,156,168
17,29,166,178
17,29,68,80
30,54,29,53
9,19,59,69
10,24,116,130
30,54,203,227
19,45,10,36
18,36,188,206
30,64,29,63
9,27,169,187
18,36,20,38
27,37,236,246
37,55,228,246
43,55,215,227
9,19,20,30
18,36,238,256
10,34,116,140
18,36,60,78
27,37,49,59
30,64,193,227
17,29,117,129
18,28,30,40
30,64,212,246
26,38,195,207
30,64,19,53
35,47,234,246
36,46,10,20
27,37,69,79
27,37,216,226
29,55,30,56
10,24,87,101
9,27,129,147
17,29,176,188
40,54,194,208
10,34,97,121
54,64,236,246
36,46,187,197
18,36,20,38
10,24,116,130
10,36,150,176
10,34,77,101
18,36,179,197
45,55,49,59
10,44,174,208
50,64,232,246
36,46,10,20
20,34,126,140
9,19,128,138
10,34,155,179
10,34,29,53
10,44,68,102
17,29,137,149
20,34,87,101
28,46,218,236
30,54,48,72
18,36,159,177
17,29,195,207
10,24,68,82
18,36,208,226
20,44,10,34
45,55,30,40
17,29,49,61
36,46,236,246
26,38,78,90
28,46,188,206
9,27,109,127
9,21,127,139
9,27,149,167
50,64,29,43
29,55,190,216
43,55,205,217
9,21,127,139
20,34,58,72
19,45,20,46
9,27,139,157
18,28,207,217
9,27,99,117
20,44,10,34
18,28,138,148
18,28,246,256
10,34,126,150
9,27,188,206
18,28,197,207
20,44,29,53
52,64,205,217
28,46,188,206
18,36,218,236
10,24,29,43
10,24,87,101
40,64,203,227
9,27,238,256
18,28,20,30
46,64,40,58
17,29,146,158
9,27,179,197
20,34,145,159
46,64,10,28
18,28,118,128
50,64,19,33
10,44,39,73
9,19,10,20
18,36,69,87
28,46,208,226
9,27,169,187
9,21,156,168
27,37,49,59
9,19,79,89
9,27,109,127
30,44,223,237
30,54,213,237
18,36,169,187
9,27,139,157
38,64,230,256
9,21,117,129
18,36,89,107
18,28,118,128
17,29,127,139
10,44,58,92
35,47,10,22
18,36,188,206
35,47,49,61
10,36,50,76
10,34,29,53
35,47,20,32
29,55,210,236
10,36,190,216
30,44,174,188
30,54,184,208
46,64,208,226
54,64,10,20
9,27,69,87
40,64,232,256
10,34,164,188
10,44,222,256
