18,28,98,108
10,34,116,140
18,28,138,148
8,56,168,216
18,36,109,127
28,46,139,157
8,56,50,98
18,28,98,108
10,44,135,169
27,37,118,128
18,36,159,177
18,36,139,157
10,44,116,150
20,54,77,111
30,64,48,82
27,37,157,167
18,28,128,138
10,44,154,188
17,29,137,149
17,29,127,139
40,64,174,198
27,37,128,138
20,54,164,198
10,34,97,121
18,28,118,128
36,46,138,148
20,44,87,111
18,36,119,137
10,44,145,179
10,36,90,116
50,64,58,72
20,54,164,198
10,44,106,140
30,54,126,150
20,44,135,159
30,64,174,208
16,64,40,88
36,46,89,99
18,36,149,167
45,55,187,197
10,34,87,111
45,55,187,197
28,46,109,127
10,44,106,140
30,54,164,188
28,46,79,97
36,46,118,128
10,44,77,111
10,34,87,111
18,28,108,118
10,34,126,150
10,44,77,111
36,46,118,128
35,47,127,139
10,44,135,169
10,36,110,136
20,44,116,140
37,55,69,87
26,38,166,178
10,34,106,130
36,46,167,177
20,54,164,198
30,54,135,159
10,36,150,176
10,44,145,179
28,46,119,137
30,44,155,169
19,45,140,166
16,64,178,226
10,44,125,159
30,54,174,198
35,47,88,100
16,64,40,88
30,64,174,208
28,46,79,97
20,54,97,131
18,36,119,137
10,36,150,176
18,28,138,148
16,64,40,88
35,47,127,139
8,56,50,98
27,37,89,99
18,28,118,128
8,56,168,216
37,55,69,87
10,44,77,111
28,46,149,167
30,54,145,169
20,54,106,140
27,37,89,99
30,54,135,159
10,44,116,150
8,56,89,137
45,55,187,197
20,54,116,150
30,64,48,82
30,64,164,198
17,29,137,149
8,56,158,206
20,44,155,179
20,34,97,111
36,46,148,158
40,54,106,120
10,36,140,166
54,64,187,197
20,54,68,102
18,36,139,157
54,64,187,197
10,44,87,121
8,56,69,117
10,44,97,131
18,36,159,177
28,46,109,127
10,44,116,150
8,56,139,187
28,46,129,147
40,64,174,198
10,36,110,136
30,64,48,82
10,44,145,179
10,34,87,111
35,47,176,188
50,64,58,72
27,37,98,108
10,34,145,169
10,44,106,140
38,64,180,206
30,64,174,208
17,29,107,119
36,46,148,158
18,36,109,127
36,46,138,148
28,46,79,97
19,45,150,176
30,44,145,159
30,64,174,208
20,54,164,198
28,46,139,157
45,55,177,187
20,44,77,101
45,55,69,79
10,34,145,169
35,47,127,139
10,34,116,140
20,44,135,159
35,47,166,178
45,55,187,197
20,54,77,111
36,46,118,128
10,34,116,140
18,36,159,177
36,46,118,128
18,36,119,137
16,64,178,226
10,34,97,121
10,34,97,121
8,56,59,107
35,47,88,100
20,54,116,150
52,64,185,197
35,47,98,110
8,56,50,98
10,44,87,121
28,46,99,117
27,37,118,128
20,54,125,159
10,34,106,130
10,44,125,159
8,56,158,206
29,55,70,96
10,44,135,169
10,34,116,140
8,56,158,206
36,46,89,99
20,54,97,131
20,44,77,101
36,46,89,99
10,44,145,179
20,34,97,111
29,55,180,206
18,36,119,137
35,47,156,168
10,36,110,136
20,44,155,179
28,46,129,147
10,36,120,146
37,55,69,87
40,54,165,179
10,44,145,179
17,29,137,149
10,34,126,150
20,34,136,150
26,38,127,139
18,36,139,157
30,44,165,179
36,46,108,118
10,36,90,116
8,56,168,216
18,36,119,137
28,46,89,107
30,54,116,140
10,34,145,169
30,54,135,159
30,64,48,82
20,54,77,111
10,34,97,121
30,64,164,198
8,56,139,187
30,54,135,159
10,36,150,176
8,56,69,117
40,54,106,120
10,44,77,111
43,55,176,188
19,45,110,136
10,36,140,166
20,54,68,102
20,34,106,120
18,28,128,138
8,56,89,137
28,46,169,187
10,44,135,169
38,64,180,206
10,44,106,140
10,44,106,140
8,56,69,117
20,54,97,131
17,29,127,139
27,37,148,158
40,64,58,82
20,44,87,111
30,54,145,169
10,36,140,166
30,54,126,150
54,64,187,197
10,44,106,140
18,36,119,137
45,55,69,79
28,46,109,127
36,46,118,128
18,36,159,177
35,47,127,139
10,36,100,126
8,56,59,107
28,46,119,137
54,64,187,197
18,36,89,107
30,54,164,188
30,64,174,208
20,54,116,150
35,47,78,90
29,55,150,176
18,36,129,147
20,34,136,150
35,47,176,188
20,54,164,198
10,44,87,121
16,64,40,88
19,45,80,106
36,46,128,138
50,64,58,72
10,44,145,179
30,44,155,169
10,44,77,111
8,56,139,187
16,64,50,98
20,54,106,140
35,47,176,188
10,36,150,176
30,54,77,101
20,44,126,150
20,44,145,169
10,34,126,150
18,36,149,167
37,55,179,197
35,47,117,129
30,64,174,208
10,44,106,140
35,47,146,158
35,47,88,100
20,54,164,198
10,44,154,188
10,36,100,126
36,46,98,108
8,56,149,197
37,55,169,187
40,54,174,188
10,44,97,131
20,54,164,198
19,45,120,146
20,44,77,101
27,37,98,108
8,56,168,216
10,44,116,150
38,64,180,206
35,47,137,149
54,64,187,197
30,54,174,198
10,44,77,111
20,44,116,140
36,46,148,158
50,64,58,72
28,46,129,147
36,46,167,177
10,34,135,159
10,34,126,150
10,44,145,179
28,46,109,127
10,34,116,140
30,64,164,198
18,36,139,157
20,34,116,130
30,64,174,208
28,46,79,97
16,64,40,88
16,64,40,88
10,44,87,121
19,45,150,176
10,44,97,131
18,36,139,157
35,47,107,119
43,55,176,188
27,37,157,167
10,44,77,111
30,54,135,159
30,54,87,111
10,36,110,136
16,64,168,216
18,28,118,128
18,36,89,107
52,64,185,197
26,38,166,178
30,44,126,140
40,64,58,82
30,64,48,82
10,44,145,179
35,47,88,100
20,54,68,102
20,44,97,121
30,64,48,82
28,46,129,147
30,44,145,159
36,46,89,99
18,36,129,147
28,46,159,177
36,46,108,118
10,34,97,121
28,46,109,127
28,46,169,187
20,34,97,111
28,46,99,117
45,55,69,79
30,44,87,101
20,34,145,159
8,56,149,197
10,36,150,176
37,55,179,197
19,45,80,106
19,45,120,146
37,55,69,87
20,54,125,159
18,36,119,137
45,55,177,187
43,55,176,188
20,44,135,159
10,34,97,121
35,47,166,178
36,46,118,128
18,36,119,137
16,64,158,206
27,37,157,167
20,54,154,188
35,47,117,129
17,29,107,119
20,54,125,159
30,54,77,101
26,38,127,139
36,46,177,187
38,64,180,206
20,54,135,169
36,46,167,177
10,34,116,140
10,44,116,150
20,44,126,150
20,54,87,121
26,38,146,158
20,54,97,131
8,56,139,187
30,54,106,130
30,64,164,198
20,44,77,101
17,29,127,139
28,46,79,97
30,54,126,150
40,54,106,120
54,64,187,197
19,45,140,166
20,54,164,198
28,46,99,117
10,44,106,140
8,56,168,216
36,46,108,118
20,44,145,169
19,45,80,106
30,64,48,82
20,54,106,140
20,44,106,130
18,36,159,177
8,56,149,197
40,64,58,82
29,55,150,176
20,54,77,111
35,47,98,110
20,54,116,150
16,64,168,216
45,55,187,197
18,36,159,177
18,28,138,148
10,34,126,150
10,34,145,169
18,36,159,177
36,46,128,138
30,54,106,130
19,45,110,136
28,46,89,107
10,36,100,126
16,64,50,98
20,34,106,120
10,34,145,169
30,64,164,198
20,54,164,198
37,55,69,87
10,44,77,111
20,34,116,130
30,54,135,159
40,54,165,179
30,64,164,198
35,47,137,149
10,34,135,159
18,36,159,177
29,55,180,206
20,44,97,121
35,47,78,90
18,36,139,157
27,37,148,158
10,44,97,131
10,34,145,169
26,38,166,178
10,36,100,126
35,47,176,188
8,56,50,98
40,64,58,82
36,46,128,138
20,54,154,188
35,47,166,178
8,56,139,187
36,46,98,108
10,36,130,156
40,54,155,169
20,54,164,198
30,54,97,121
10,44,154,188
19,45,90,116
18,36,129,147
28,46,99,117
8,56,69,117
17,29,107,119
10,34,87,111
28,46,79,97
30,44,126,140
28,46,99,117
10,34,106,130
30,54,116,140
40,54,174,188
10,44,116,150
52,64,185,197
18,36,139,157
28,46,149,167
10,36,120,146
28,46,89,107
37,55,179,197
29,55,70,96
27,37,128,138
35,47,107,119
28,46,99,117
19,45,110,136
20,44,145,169
35,47,146,158
10,44,97,131
35,47,117,129
10,36,130,156
8,56,158,206
8,56,69,117
36,46,108,118
10,36,140,166
10,34,135,159
36,46,167,177
20,34,116,130
38,64,180,206
20,54,77,111
28,46,149,167
45,55,69,79
18,36,129,147
10,44,77,111
26,38,117,129
20,44,155,179
29,55,70,96
36,46,177,187
35,47,78,90
20,54,135,169
30,54,126,150
20,44,155,179
19,45,110,136
37,55,179,197
16,64,158,206
30,64,48,82
27,37,138,148
43,55,176,188
45,55,69,79
28,46,169,187
10,44,135,169
35,47,166,178
10,44,116,150
28,46,169,187
28,46,109,127
36,46,177,187
40,54,106,120
20,44,135,159
27,37,89,99
30,64,48,82
18,36,149,167
37,55,179,197
10,34,126,150
20,34,136,150
20,54,106,140
35,47,146,158
30,54,87,111
30,44,165,179
10,44,106,140
8,56,69,117
30,54,106,130
10,36,100,126
38,64,180,206
10,44,97,131
26,38,156,168
20,54,77,111
10,36,90,116
30,54,126,150
30,54,77,101
36,46,148,158
20,44,77,101
30,64,174,208
37,55,169,187
30,54,126,150
18,36,159,177
40,64,174,198
17,29,98,110
20,34,97,111
18,36,89,107
27,37,89,99
30,44,116,130
10,44,154,188
29,55,180,206
26,38,146,158
28,46,159,177
36,46,128,138
18,36,89,107
10,34,87,111
26,38,146,158
37,55,179,197
10,34,135,159
19,45,130,156
18,36,149,167
35,47,78,90
17,29,127,139
10,44,116,150
30,54,106,130
26,38,146,158
20,54,145,179
45,55,187,197
29,55,170,196
8,56,168,216
37,55,179,197
28,46,99,117
10,34,106,130
40,54,97,111
20,34,116,130
20,54,135,169
37,55,69,87
20,54,164,198
30,44,87,101
19,45,90,116
40,54,155,169
26,38,137,149
18,36,139,157
28,46,129,147
16,64,158,206
16,64,178,226
20,44,145,169
20,54,106,140
10,34,145,169
20,54,68,102
20,44,155,179
30,64,164,198
17,29,107,119
52,64,185,197
8,56,149,197
35,47,137,149
20,54,164,198
20,44,106,130
26,38,166,178
30,54,97,121
10,36,130,156
10,34,145,169
30,64,48,82
18,28,138,148
18,36,159,177
10,34,126,150
30,54,155,179
10,44,116,150
45,55,177,187
10,44,145,179
26,38,117,129
35,47,146,158
20,54,87,121
20,54,77,111
20,54,116,150
37,55,179,197
40,64,58,82
30,54,116,140
29,55,70,96
10,44,135,169
10,34,87,111
18,28,108,118
18,28,98,108
18,36,89,107
27,37,157,167
36,46,177,187
10,36,150,176
35,47,117,129
20,44,155,179
10,44,125,159
29,55,70,96
19,45,80,106
28,46,89,107
20,54,125,159
30,54,77,101
10,36,130,156
26,38,107,119
30,54,126,150
10,44,87,121
35,47,176,188
20,54,135,169
18,28,138,148
18,36,159,177
20,44,106,130
10,36,120,146
8,56,59,107
35,47,127,139
40,54,97,111
18,36,89,107
36,46,98,108
20,54,106,140
36,46,89,99
19,45,130,156
30,44,116,130
16,64,158,206
10,44,106,140
29,55,180,206
29,55,170,196
36,46,138,148
10,36,100,126
30,64,164,198
26,38,88,100
30,44,116,130
30,54,135,159
10,44,106,140
45,55,177,187
20,54,125,159
26,38,146,158
18,36,129,147
18,36,99,117
10,36,110,136
30,54,155,179
28,46,129,147
27,37,138,148
10,44,97,131
10,44,97,131
45,55,69,79
28,46,89,107
30,54,174,198
29,55,100,126
16,64,50,98
19,45,160,186
18,36,159,177
40,64,174,198
45,55,177,187
8,56,69,117
30,54,116,140
20,54,68,102
50,64,58,72
20,54,145,179
16,64,168,216
20,34,136,150
18,36,149,167
18,36,149,167
17,29,137,149
10,36,90,116
27,37,118,128
35,47,137,149
40,54,77,91
40,54,77,91
28,46,109,127
26,38,146,158
40,64,58,82
16,64,178,226
20,34,136,150
10,44,77,111
37,55,169,187
30,64,48,82
10,44,145,179
10,44,116,150
28,46,119,137
10,36,120,146
28,46,149,167
10,44,87,121
30,64,48,82
28,46,169,187
29,55,180,206
28,46,139,157
35,47,127,139
26,38,107,119
26,38,156,168
16,64,178,226
29,55,100,126
28,46,99,117
28,46,129,147
28,46,149,167
36,46,79,89
19,45,130,156
36,46,79,89
30,54,174,198
20,34,145,159
30,54,126,150
